player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr
57,32,Batter,34,6221,35.62,165.69,36,4,256,5.07,106,74,82.8005,65.06729170975329,Medium,11.19572040936401
58,32,All-Rounder,70,2376,19.69,84.12,5,11,287,5.06,31,80,58.192499999999995,27.368614564423112,Low,7.642955268516705
59,31,Bowler,165,7859,63.86,97.26,48,17,30,8.37,101,82,73.32199999999999,50.54652970869622,Medium,9.076084686571404
60,24,Wicketkeeper,89,7958,60.98,117.32,31,1,37,4.61,67,75,72.709,49.60743311043196,Low,9.147915874604376
61,20,Batter,18,2408,50.28,167.29,8,4,202,5.62,95,72,75.3295,53.62195617038552,Medium,10.091008498115908
62,32,Batter,242,6460,18.46,145.81,18,14,156,8.5,17,70,65.5565,38.650029490390736,Low,7.285973460707165
63,33,Batter,124,6732,38.24,163.71,3,15,133,8.7,96,86,80.5305,61.58972355631134,Medium,9.803004868628122
64,22,Wicketkeeper,150,7645,48.19,145.73,22,0,49,5.67,75,92,78.39699999999999,58.32126908258075,Medium,9.009723596217741
65,31,Batter,21,5771,64.91,95.01,9,14,184,7.28,75,95,78.721,58.81762682782976,Medium,11.975325593980077
66,21,Wicketkeeper,248,6488,36.36,143.68,30,8,121,4.32,38,69,68.81800000000001,43.64654426239558,Low,8.72357444052497
67,29,Bowler,159,4687,42.75,128.59,12,11,274,7.51,2,75,71.9,48.36807071565903,Low,10.323302010775738
68,24,Batter,45,6990,38.97,123.0,41,3,73,9.7,6,75,64.87249999999999,37.60216313930954,Low,7.661082762876966
69,33,Bowler,166,7989,39.99,167.72,3,0,161,6.93,85,68,80.4335,61.44112262640655,Medium,10.494630275164472
70,29,All-Rounder,102,1988,18.32,188.97,50,7,216,4.49,44,72,67.9015,42.24249527004773,Low,8.051289649702213
71,27,Bowler,159,5543,60.42,93.76,40,13,92,5.96,72,87,70.205,45.771384363199076,Low,9.230436239074114
72,22,Batter,168,3253,33.73,112.23,37,4,296,5.13,119,70,70.023,45.4925661235839,Low,10.690174895591374
73,34,Bowler,153,1394,54.57,109.43,22,18,109,8.47,99,61,58.495000000000005,27.83203499015713,Low,6.712390479460737
74,27,Batter,231,5476,31.12,138.29,48,20,150,6.54,60,98,74.4755,52.31365519988358,Medium,10.40728734789536
75,27,Bowler,245,1950,47.2,92.09,35,8,231,8.88,99,78,65.51350000000001,38.58415485136079,Low,7.834542933091209
76,20,All-Rounder,114,5946,18.35,166.59,28,15,11,6.84,116,95,71.568,47.859457223613774,Low,7.75739697454899
77,26,Bowler,110,1105,54.8,143.15,6,9,13,4.99,3,76,57.1825,25.821326531393872,Low,5.919656187258473
78,35,Batter,29,606,17.18,168.26,17,5,131,6.61,53,65,56.19599999999999,24.31003975457867,Low,5.406900300224934
79,22,Wicketkeeper,188,1224,25.48,140.86,7,5,322,9.64,4,93,69.497,44.68675077172908,Low,10.358955465440658
80,25,Wicketkeeper,101,3960,49.01,127.24,8,19,203,5.71,19,67,67.1085,41.027644368867364,Low,7.94927997958629
81,23,All-Rounder,63,1405,33.99,112.14,17,20,76,9.51,43,84,55.0785,22.598065123974553,Low,5.609670568478699
82,18,Batter,224,4141,27.76,137.11,34,2,137,7.0,53,61,60.5385,30.962612312429638,Low,6.697617516998838
83,26,All-Rounder,56,978,24.82,101.29,40,5,80,7.27,24,85,49.804500000000004,14.518464048532776,Low,5.435393427224036
84,28,Batter,234,6139,57.35,155.46,49,4,118,4.02,10,72,74.33449999999999,52.0976476625993,Medium,9.291129657123104
85,31,Batter,105,1544,33.35,178.49,35,7,125,4.65,20,74,63.949,36.187390368515,Low,6.944992235404906
86,26,All-Rounder,239,6959,54.72,90.83,25,2,50,4.83,81,70,65.2725,38.21495047912311,Low,7.112216526120044
87,28,Batter,134,1558,45.29,121.72,48,15,227,4.51,20,64,61.0465,31.740852233992868,Low,8.540486282250324
88,24,Wicketkeeper,70,2330,56.11,84.12,21,13,107,5.64,42,82,59.255500000000005,28.99709691997765,Low,7.457385246827608
89,26,Wicketkeeper,193,6141,35.36,117.51,12,10,12,4.61,104,67,61.298500000000004,32.1269082580754,Low,5.468610723924021
90,19,All-Rounder,59,5777,37.33,102.43,35,16,0,6.22,7,94,60.101,30.29237615950856,Low,6.285771332507534
91,32,Bowler,33,2803,26.17,181.39,48,9,308,9.63,8,76,74.15700000000001,51.82572328055706,Medium,10.616211102729725
92,23,Batter,209,5682,17.19,142.37,49,6,320,7.51,118,69,76.167,54.90497966312018,Medium,11.070520461578464
93,31,Batter,50,1990,52.52,159.73,25,19,109,8.8,26,98,72.31949999999999,49.01073143828849,Low,9.175646596890171
94,30,Batter,156,2301,31.4,121.88,46,18,156,8.92,84,90,65.23400000000001,38.15596969766607,Low,7.953765896467725
95,23,Batter,94,5491,49.92,188.12,15,10,319,6.13,44,66,86.33000000000001,70.47437399943321,High,12.858983323377243
96,31,All-Rounder,108,4490,27.12,94.75,16,17,279,5.13,21,89,67.22250000000001,41.20228876071423,Low,8.772071402005365
97,27,All-Rounder,242,2008,41.21,144.94,13,6,231,6.67,29,82,69.5595,44.782498793574945,Low,9.812610017889783
98,23,All-Rounder,206,3875,38.44,139.79,9,16,85,4.69,26,86,65.37849999999999,38.377339124173695,Low,7.691461548507314
99,18,Batter,129,3082,62.24,108.92,20,9,24,5.0,119,79,64.962,37.73927430659284,Low,7.463684158980515
100,34,Batter,232,4008,51.87,156.77,29,19,19,9.54,63,69,65.849,39.09813023262942,Low,6.918619456575369
101,28,Wicketkeeper,182,5576,52.12,120.43,23,14,240,4.25,45,94,79.9965,60.77165245766023,Medium,11.213079874740817
102,27,Batter,197,1976,48.49,93.1,7,7,235,6.71,74,67,62.2395,33.5684904749868,Low,8.291226386116001
103,35,Wicketkeeper,243,3245,62.99,90.57,10,11,16,5.93,90,68,58.123,27.262142764130502,Low,5.964557018149667
104,23,Batter,204,2306,45.62,98.08,44,12,203,5.45,107,95,69.97899999999998,45.42515951620438,Low,9.439977317009628
105,22,Batter,109,3843,32.52,126.43,6,3,80,5.07,45,96,65.0305,37.84421413853592,Low,7.399378558020587
106,33,Batter,76,7213,63.31,116.7,18,9,241,4.25,36,92,84.60849999999999,67.83709048571056,Medium,13.135034476978326
107,22,Batter,152,973,51.07,124.92,48,8,128,5.04,119,95,69.55149999999999,44.77024304677866,Low,10.132217255283132
108,18,Wicketkeeper,26,3627,34.44,182.44,23,12,38,8.55,34,84,67.83,42.13295953305607,Low,7.393784859721525
109,18,Batter,36,64,59.86,80.54,12,3,210,4.14,14,92,61.374,32.24257186846522,Low,9.088832382207903
110,32,Bowler,238,4391,64.65,183.89,30,2,260,8.13,97,75,89.12799999999999,74.76082144142902,High,13.47835918625982
111,19,Batter,73,1605,64.84,94.83,0,3,241,5.98,120,69,68.9445,43.8403382586116,Low,9.15984821821164
112,30,Batter,53,3156,53.69,176.66,18,1,141,8.57,60,98,80.7835,61.977311548743415,Medium,11.165174217149733
113,29,All-Rounder,169,6578,28.92,93.58,1,2,30,8.31,23,70,54.573,21.823655123285167,Low,4.78008061729903
114,32,Batter,49,3275,62.32,171.75,21,5,337,5.63,107,89,92.3425,79.68533370100576,High,16.21975442634322
115,32,All-Rounder,147,7859,39.09,155.5,4,4,30,5.26,101,66,71.8655,48.315217807600106,Low,7.528041298369449
116,32,All-Rounder,191,4570,57.72,147.11,38,6,50,4.12,58,93,74.2865,52.024113181821676,Medium,9.444784989348975
117,35,Batter,176,6563,34.95,125.18,13,1,261,9.75,26,66,71.4905,47.74072967652489,Low,9.735217082799867
118,33,Bowler,81,7419,19.66,158.33,34,8,349,7.12,115,99,91.4525,78.32188186992059,High,13.307649168182294
119,19,Wicketkeeper,144,6314,57.66,141.34,8,15,184,9.51,108,82,83.34400000000001,65.89991650772498,Medium,12.371203058030009
120,23,All-Rounder,235,1603,37.65,119.41,32,18,52,6.57,54,85,57.080000000000005,25.664299775566658,Low,6.291896493900053
121,30,All-Rounder,249,6791,45.87,130.6,25,17,84,7.03,106,91,76.8895,56.011826795658415,Medium,10.032798653087365
122,34,Batter,78,298,30.3,125.82,21,12,342,5.38,110,70,67.144,41.08202924527582,Low,9.382509197130213
123,29,Batter,99,4316,45.57,120.2,14,7,261,5.85,9,71,69.3045,44.39184686444379,Low,10.537681841912429
124,18,Wicketkeeper,218,61,20.26,162.17,19,2,198,9.21,46,73,59.9625,30.080198543098113,Low,6.354894322913671
125,19,Batter,91,4457,46.77,103.55,12,5,93,4.98,54,75,62.239,33.56772449081203,Low,7.483300995981339
126,27,All-Rounder,55,1508,31.77,154.63,30,0,205,6.21,56,77,66.453,40.023439115747884,Low,9.640671724479779
127,29,Bowler,141,2426,37.46,102.1,48,16,280,8.32,58,66,62.931999999999995,34.62937855703901,Low,8.211469693138557
128,33,Bowler,233,1313,56.98,140.53,23,5,24,5.83,47,88,63.5005,35.50030256374905,Low,6.97628139157352
129,20,All-Rounder,164,2117,55.67,86.25,17,9,88,6.79,92,93,63.339,35.252889675299315,Low,7.985214650073752
130,33,Batter,237,4753,25.54,136.73,22,9,186,7.42,8,61,61.350500000000004,32.20657061225117,Low,6.8151192341670175
131,19,All-Rounder,43,2959,44.53,86.06,8,12,168,8.39,108,94,67.2595,41.258971589646976,Low,8.246465443431632
132,26,Batter,76,371,20.92,143.21,41,8,217,9.43,82,79,62.1535,33.43674119692689,Low,7.755555607095703
133,30,All-Rounder,102,1996,27.13,177.38,36,12,66,6.73,111,88,68.2315,42.74804482539392,Low,6.97755262567634
134,33,All-Rounder,103,4506,50.06,100.37,9,14,282,7.44,13,81,71.58250000000001,47.88167076468204,Low,10.966763291785798
135,31,Batter,159,3760,50.83,152.31,45,13,284,5.49,65,63,76.274,55.068900276520296,Medium,10.672077910535128
136,28,Bowler,51,7905,28.34,165.14,29,5,205,7.91,50,94,83.916,66.77620240365836,Medium,12.232787442874606
137,28,All-Rounder,174,5839,57.08,86.01,27,2,212,5.89,35,83,71.9495,48.44390314896096,Low,9.945163668727977
138,26,Bowler,240,1142,25.24,173.8,21,13,123,8.6,90,72,63.314,35.21459046656098,Low,6.787628288553259
139,22,Bowler,133,1240,30.61,116.42,7,9,123,8.55,113,85,60.6455,31.126532925829764,Low,7.367711901267812
140,29,All-Rounder,176,2969,37.96,158.81,41,9,65,5.92,97,74,65.84949999999999,39.09889621680416,Low,6.563257463463438
141,21,Batter,79,4087,16.45,186.91,34,18,227,9.97,4,82,72.373,49.092691744988585,Low,9.426499141800925
142,24,Wicketkeeper,207,3736,20.14,109.23,17,10,308,6.75,0,83,65.0415,37.861065790380785,Low,9.783877956179293
143,24,Batter,22,4873,31.65,105.7,15,14,136,6.22,35,79,61.813500000000005,32.91587195808536,Low,6.3773455785279225
144,25,Wicketkeeper,220,2380,20.05,153.97,12,4,22,5.26,107,76,58.318,27.560876592289617,Low,5.189904588495114
145,29,All-Rounder,70,3059,19.88,120.14,0,3,181,8.99,87,71,60.25900000000001,30.53442715873492,Low,7.009784112997703
146,19,Batter,79,1633,23.33,80.68,15,20,342,4.91,105,85,64.8005,37.49186141814312,Low,9.959997577702968
147,31,All-Rounder,95,1818,20.13,123.71,20,6,291,6.93,38,84,64.67500000000001,37.299599390276626,Low,8.305384583588623
148,28,Batter,189,4709,17.91,126.26,48,7,95,6.58,45,68,56.834500000000006,25.288201545756085,Low,4.715891848033471
149,22,Batter,193,6836,50.13,187.95,36,2,64,7.88,45,65,76.09700000000001,54.79774187865281,Medium,9.18464497067373
150,25,Bowler,118,5869,18.32,111.81,11,3,186,5.08,38,98,68.7895,43.602883164433834,Low,8.878380653059976
151,19,All-Rounder,50,7469,26.11,119.92,36,19,331,5.22,55,75,77.5035,56.952455362272225,Medium,11.41379196140016
152,31,Bowler,127,399,30.22,139.52,37,20,123,5.12,0,84,56.431,24.67005231671915,Low,6.456829336420403
153,21,All-Rounder,78,300,30.31,109.09,30,18,29,6.94,35,99,52.491,18.634097019555583,Low,4.7026973411663135
154,25,All-Rounder,71,106,39.43,125.76,47,3,230,5.88,86,90,67.2335,41.2191404125591,Low,9.520940889836412
155,35,Bowler,224,3457,17.04,85.72,26,15,194,7.93,2,73,52.082,18.00752196459623,Low,5.858488433108963
156,18,All-Rounder,158,6095,15.56,145.51,21,1,324,4.77,65,67,74.1065,51.74835887890556,Medium,9.864460178877373
157,29,Batter,147,6913,45.52,178.3,19,7,12,9.65,66,73,74.10100000000001,51.73993305298317,Medium,9.052480560870697
158,22,Bowler,249,2906,48.91,189.38,16,3,221,8.36,12,69,75.34649999999999,53.647999632327604,Medium,10.659016423688655
159,28,Bowler,83,3224,62.49,92.19,26,14,96,6.32,50,92,66.199,39.63431915496627,Low,8.042480166895302
160,33,All-Rounder,107,2833,39.68,122.0,31,17,221,6.65,65,86,69.686,44.97629278979098,Low,9.946306083296012
161,23,Batter,158,2037,28.8,144.37,41,20,107,9.73,82,79,62.12950000000001,33.39997395653809,Low,6.366656560540149
162,21,Wicketkeeper,90,1084,23.87,120.36,6,4,123,7.69,47,62,50.1895,15.10827186310333,Low,5.090469488181559
163,35,Wicketkeeper,219,6202,61.3,99.84,7,6,205,9.99,62,75,74.80499999999999,52.818438771054986,Medium,11.2501416666092
164,33,Bowler,211,4933,34.97,101.79,11,7,321,8.56,5,78,69.67699999999999,44.962505074645165,Low,9.905009348288662
165,22,Wicketkeeper,51,6743,26.41,180.2,8,18,223,5.99,76,60,77.06849999999999,56.28604913022497,Medium,10.332592977644657
166,27,Bowler,110,7648,20.61,125.99,13,10,293,7.33,31,77,74.797,52.80618302425872,Medium,10.575308765894121
167,22,All-Rounder,38,3074,36.01,84.58,16,20,174,6.05,100,64,57.5375,26.365175295478416,Low,7.147847609545086
168,18,Batter,243,1022,25.69,142.6,35,3,251,8.64,46,76,63.70649999999999,35.81588804375302,Low,9.330685295702276
169,28,Bowler,236,7644,40.83,183.05,38,9,199,8.46,20,66,80.403,61.394397591745786,Medium,10.551645701173143
170,21,Bowler,202,5951,57.23,164.35,15,0,33,7.23,87,82,77.362,56.73568184081317,Medium,8.983600101902573
171,35,Batter,223,5627,16.41,148.38,8,17,290,7.34,36,60,68.9135,43.79284723977604,Low,8.526827509164841
172,20,All-Rounder,178,5097,32.63,160.89,1,13,292,9.98,31,67,75.385,53.70698041378468,Medium,10.20169289889575
173,34,Wicketkeeper,10,6978,35.58,131.12,14,11,241,8.74,116,62,75.869,54.44845309495907,Medium,10.123694454788854
174,31,Wicketkeeper,110,6995,53.4,108.71,37,5,155,6.38,113,73,75.29650000000001,53.57140121485094,Medium,10.139716108893415
175,28,All-Rounder,214,3355,58.57,160.25,14,4,136,5.57,76,77,75.24,53.484845003102244,Medium,10.143929899975234
176,27,Bowler,63,5448,50.07,188.72,1,12,270,4.99,82,73,87.57149999999999,72.37631270537949,High,13.313322895055965
177,21,All-Rounder,35,5803,38.09,158.24,42,13,155,7.8,11,80,73.1645,50.30524469364466,Medium,9.32972541530342
178,24,Bowler,207,3028,54.5,160.13,15,7,325,4.77,91,63,80.2505,61.160772418441844,Medium,12.987844280422843
179,20,Bowler,74,6121,55.68,139.16,47,14,285,9.4,94,70,83.486,66.11745601335879,Medium,12.399817184716902
180,23,Wicketkeeper,214,7602,37.9,108.54,19,10,132,4.05,85,68,68.81,43.634288515599295,Low,9.540513434854738
181,24,All-Rounder,218,7632,56.42,122.42,4,2,37,6.81,80,90,76.082,54.77476235340979,Medium,9.652909909223483
182,29,Wicketkeeper,82,4967,44.18,133.0,35,8,259,4.97,28,66,71.77900000000001,48.18270254536545,Low,9.625091476328404
183,25,All-Rounder,191,6355,44.59,158.79,23,8,240,8.51,76,70,80.976,62.272215456028704,Medium,10.829475296572314
184,20,Batter,149,5283,56.01,182.39,35,20,200,4.86,28,94,86.827,71.23576226915154,High,12.925112434536748
185,35,All-Rounder,156,2319,46.69,87.2,48,3,44,6.43,94,88,58.290499999999994,27.518747462677428,Low,6.240843353604818
186,29,Wicketkeeper,118,1415,48.11,95.13,46,17,157,7.64,58,87,61.626999999999995,32.63015986089728,Low,8.373316233135773
187,23,Wicketkeeper,26,5516,15.75,179.46,13,19,33,8.59,5,75,62.5385,34.02654901149743,Low,5.941773713436516
188,32,Bowler,17,5507,27.02,100.89,28,16,135,5.07,25,88,62.902499999999996,34.58418549072777,Low,7.342604092744341
189,18,Wicketkeeper,185,2775,24.03,98.17,38,7,212,8.81,12,87,59.233000000000004,28.962627632113136,Low,7.053765904177112
190,20,Wicketkeeper,147,5485,18.39,159.91,23,18,314,6.34,12,85,77.104,56.340434006633444,Medium,10.268319788320412
191,24,Bowler,115,4636,64.66,124.74,9,0,263,7.64,68,61,75.94800000000001,54.56947859457226,Medium,11.023490383423718
192,27,Batter,236,1156,38.3,106.88,33,15,40,7.9,52,90,55.019,22.50691300717729,Low,6.0278906978794655
193,33,Wicketkeeper,121,7884,26.02,132.06,27,2,73,6.24,74,81,69.682,44.970164916392854,Low,7.734663363704387
194,26,Batter,191,1101,47.05,174.16,40,16,232,7.39,92,66,72.7885,49.729224594219886,Low,9.401553070065995
195,24,Batter,249,2361,63.61,140.76,0,11,339,9.96,86,65,79.2385,59.61042044871354,Medium,12.645932507796946
196,34,Bowler,143,7983,18.4,165.5,9,3,112,8.41,10,77,70.74100000000001,46.59251939854927,Low,8.063910629719345
197,31,All-Rounder,249,3100,22.47,182.27,41,10,5,6.09,71,94,66.458,40.031098957495544,Low,6.165281177648988
198,34,Wicketkeeper,162,6496,58.05,120.1,30,6,176,4.84,12,100,79.91949999999999,60.653690894746106,Medium,11.643731642447376
199,18,All-Rounder,133,4674,15.0,134.53,8,6,288,9.33,10,90,70.67750000000001,46.495239408353854,Low,9.808628300058386
200,30,All-Rounder,160,2096,22.33,175.33,20,14,325,4.12,107,100,82.67399999999999,64.87349771353725,Medium,11.835764622438415
201,20,Bowler,123,3751,23.6,90.41,25,5,132,6.71,17,99,59.1635,28.85615583182053,Low,7.072509263356196
202,34,Batter,64,7064,22.82,114.21,43,7,294,5.51,66,71,72.7145,49.615858936354385,Low,10.286578156819555
203,19,All-Rounder,150,5148,63.84,149.28,35,0,30,6.75,20,67,67.898,42.23713338082435,Low,8.320438959670074
204,22,Batter,148,2287,45.66,138.37,27,9,156,8.64,27,75,64.6445,37.252874355615816,Low,8.681988461579033
205,23,Bowler,238,445,51.19,86.19,45,15,347,4.74,2,72,62.066,33.30269396634268,Low,9.087134712655724
206,21,Bowler,94,527,15.39,138.26,18,8,183,9.98,106,83,60.84049999999999,31.42526675398887,Low,6.625314155441327
207,19,All-Rounder,99,4586,18.68,82.57,24,9,315,8.28,62,84,66.0775,39.448185000497915,Low,9.592736133654121
208,21,All-Rounder,202,721,32.59,129.98,45,15,210,5.73,66,78,62.3865,33.79368982236828,Low,8.273961957692933
209,35,Batter,18,2378,48.37,163.26,44,5,210,6.97,35,66,70.0875,45.591378082128855,Low,9.687761651365909
210,24,Wicketkeeper,137,3655,42.47,180.07,49,3,300,5.12,17,81,81.038,62.36719749369979,Medium,14.057185494697341
211,18,All-Rounder,141,4221,16.96,154.69,14,1,239,9.29,72,99,76.18549999999999,54.93332107758653,Medium,10.657577363105238
212,32,All-Rounder,176,2842,59.28,95.07,22,13,90,7.46,48,85,62.9145,34.602569110922175,Low,8.406439731182518
213,35,Batter,90,3849,42.7,178.32,11,20,241,8.09,49,96,83.621,66.32427174054585,Medium,12.720428055801188
214,27,Bowler,152,6897,44.01,100.65,19,1,282,4.43,15,76,73.744,51.19302035219955,Medium,11.105297660872854
215,20,All-Rounder,217,4724,60.69,146.85,8,4,60,6.5,42,87,73.49799999999999,50.816156138214176,Medium,9.084680991501244
216,30,All-Rounder,148,1121,37.78,123.24,7,15,289,8.8,26,99,70.67299999999999,46.48834555078092,Low,11.031719165324725
217,20,Bowler,187,4480,38.87,172.43,18,19,350,5.61,64,82,85.742,69.57357660990726,Medium,12.877045053721941
218,20,All-Rounder,238,7054,27.19,141.99,13,18,349,6.88,84,67,80.604,61.70232323000209,Medium,11.697523019630204
219,21,Bowler,195,2811,45.12,163.7,17,19,293,6.6,55,95,82.607,64.77085583411848,Medium,12.418003809497298
220,23,Bowler,101,349,46.14,133.85,14,9,136,9.69,93,90,66.26050000000001,39.728535208462624,Low,8.557990590539424
221,31,Wicketkeeper,243,431,55.57,113.94,17,7,169,7.49,3,76,59.445499999999996,29.288170906389077,Low,8.963246373975661
222,23,Bowler,163,2242,15.95,180.27,21,5,226,7.89,117,88,74.66199999999999,52.599367297071645,Medium,8.824804133411291
223,22,Batter,169,795,39.64,139.86,34,6,82,4.52,22,82,58.179,27.347932991704404,Low,6.727123394357698
224,25,All-Rounder,141,7924,45.36,133.77,6,2,139,5.22,69,86,79.15350000000001,59.48020313900317,Medium,9.612462378305494
